"Sample    : cu_34681",
"28",
"24",
"17",
"24",
"29",
"16",
"30",
"23",
"23",
"22",
"25",
"16",
"18",
"30",
"21",
"24",
"24",
"17",
"26",
"20",
"15",
"36",
"26",
"31",
"20",
"27",
"31",
"24",
"35",
"24",
"24",
"17",
"44",
"23",
"20",
"25",
"25",
"23",
"30",
"37",
"30",
"21",
"23",
"26",
"28",
"32",
"20",
"22",
"31",
"24",
"29",
"24",
"38",
"20",
"34",
"25",
"29",
"27",
"28",
"27",
"36",
"31",
"29",
"38",
"20",
"31",
"37",
"35",
"43",
"51",
"31",
"30",
"47",
"36",
"43",
"36",
"55",
"41",
"55",
"40",
"40",
"36",
"30",
"30",
"41",
"29",
"24",
"46",
"31",
"24",
"47",
"30",
"32",
"27",
"32",
"22",
"44",
"43",
"39",
"35",
"33",
"30",
"37",
"39",
"36",
"32",
"43",
"39",
"55",
"32",
"48",
"34",
"48",
"43",
"29",
"45",
"56",
"49",
"44",
"57",
"65",
"55",
"48",
"54",
"55",
"65",
"60",
"62",
"67",
"56",
"47",
"75",
"60",
"58",
"52",
"54",
"52",
"59",
"56",
"69",
"45",
"47",
"43",
"59",
"54",
"59",
"76",
"47",
"76",
"72",
"99",
"83",
"93",
"103",
"113",
"99",
"99",
"123",
"127",
"116",
"124",
"122",
"120",
"116",
"120",
"118",
"131",
"130",
"130",
"126",
"124",
"134",
"130",
"111",
"93",
"98",
"85",
"90",
"86",
"72",
"68",
"76",
"83",
"71",
"62",
"60",
"66",
"63",
"63",
"66",
"48",
"66",
"57",
"62",
"69",
"55",
"59",
"70",
"62",
"71",
"63",
"58",
"61",
"71",
"66",
"67",
"77",
"57",
"63",
"74",
"78",
"60",
"76",
"79",
"60",
"66",
"69",
"56",
"79",
"72",
"73",
"66",
"60",
"84",
"76",
"80",
"70",
"74",
"87",
"99",
"78",
"67",
"83",
"84",
"86",
"92",
"100",
"69",
"91",
"77",
"71",
"86",
"80",
"89",
"76",
"86",
"80",
"79",
"86",
"70",
"85",
"79",
"83",
"72",
"73",
"70",
"75",
"64",
"67",
"73",
"77",
"71",
"73",
"81",
"55",
"69",
"71",
"61",
"62",
"59",
"87",
"85",
"81",
"94",
"76",
"90",
"89",
"62",
"84",
"76",
"100",
"84",
"78",
"80",
"92",
"82",
"100",
"90",
"84",
"107",
"104",
"104",
"87",
"103",
"107",
"94",
"108",
"116",
"107",
"105",
"111",
"141",
"117",
"125",
"136",
"126",
"170",
"150",
"190",
"218",
"293",
"317",
"464",
"534",
"771",
"965",
"1320",
"1801",
"2270",
"2932",
"3843",
"4875",
"6472",
"7416",
"9207",
"10808",
"13084",
"14355",
"17035",
"18821",
"21175",
"21573",
"24064",
"24267",
"25766",
"24949",
"25914",
"24742",
"24823",
"21835",
"21301",
"19615",
"18230",
"15221",
"14266",
"11822",
"10054",
"8002",
"6903",
"5383",
"4567",
"3291",
"2662",
"2041",
"1529",
"1068",
"824",
"599",
"463",
"349",
"250",
"206",
"203",
"159",
"124",
"139",
"106",
"77",
"111",
"102",
"97",
"94",
"87",
"114",
"94",
"106",
"89",
"85",
"109",
"104",
"110",
"96",
"126",
"129",
"118",
"111",
"126",
"134",
"134",
"134",
"139",
"154",
"150",
"165",
"171",
"163",
"189",
"200",
"244",
"237",
"249",
"283",
"366",
"369",
"488",
"527",
"650",
"712",
"927",
"1046",
"1339",
"1467",
"1761",
"1983",
"2265",
"2317",
"2635",
"2857",
"3112",
"3101",
"3277",
"3326",
"3394",
"3133",
"3269",
"3225",
"2987",
"2702",
"2626",
"2220",
"2161",
"1732",
"1519",
"1306",
"1188",
"869",
"818",
"684",
"547",
"409",
"348",
"302",
"243",
"150",
"130",
"126",
"104",
"89",
"84",
"78",
"67",
"50",
"63",
"54",
"54",
"69",
"65",
"66",
"82",
"70",
"86",
"61",
"73",
"62",
"67",
"69",
"85",
"65",
"85",
"73",
"81",
"66",
"71",
"64",
"86",
"66",
"63",
"49",
"63",
"84",
"57",
"66",
"53",
"65",
"61",
"73",
"59",
"59",
"54",
"70",
"72",
"53",
"69",
"56",
"58",
"57",
"50",
"51",
"63",
"60",
"53",
"52",
"59",
"61",
"53",
"57",
"41",
"50",
"58",
"61",
"60",
"53",
"42",
"59",
"42",
"44",
"51",
"49",
"61",
"53",
"57",
"49",
"47",
"48",
"43",
"50",
"49",
"43",
"54",
"55",
"55",
"45",
"45",
"40",
"58",
"46",
"51",
"51",
"48",
"41",
"48",
"51",
"50",
"50",
"44",
"46",
"48",
"51",
"55",
"61",
"52",
"57",
"57",
"61",
"54",
"46",
"55",
"40",
"50",
"43",
"44",
"47",
"55",
"55",
"44",
"38",
"56",
"58",
"57",
"51",
"47",
"54",
"56",
"49",
"55",
"50",
"52",
"49",
"55",
"51",
"44",
"52",
"58",
"43",
"58",
"43",
"52",
"53",
"52",
"44",
"46",
"38",
"48",
"51",
"57",
"66",
"56",
"52",
"52",
"61",
"49",
"40",
"46",
"38",
"58",
"54",
"46",
"49",
"54",
"43",
"41",
"60",
"47",
"59",
"50",
"45",
"66",
"59",
"48",
"40",
"52",
"57",
"61",
"40",
"57",
"61",
"60",
"59",
"53",
"43",
"50",
"57",
"56",
"34",
"61",
"56",
"46",
"47",
"53",
"54",
"57",
"56",
"53",
"61",
"67",
"37",
"54",
"52",
"53",
"46",
"50",
"42",
"42",
"54",
"61",
"43",
"58",
"44",
"56",
"58",
"50",
"47",
"50",
"35",
"48",
"46",
"40",
"53",
"50",
"59",
"42",
"41",
"58",
"41",
"51",
"51",
"39",
"50",
"41",
"41",
"52",
"52",
"49",
"44",
"37",
"42",
"41",
"46",
"43",
"35",
"44",
"39",
"44",
"52",
"50",
"45",
"37",
"48",
"58",
"41",
"51",
"43",
"38",
"46",
"44",
"36",
"65",
"44",
"50",
"39",
"42",
"41",
"50",
"39",
"30",
"32",
"58",
"45",
"53",
"37",
"48",
"39",
"53",
"46",
"54",
"50",
"43",
"47",
"43",
"42",
"62",
"41",
"51",
"39",
"63",
"47",
"40",
"37",
"53",
"42",
"42",
"58",
"36",
"48",
"46",
"49",
"42",
"41",
"46",
"41",
"40",
"45",
"52",
"48",
"43",
"47",
"36",
"41",
"40",
"48",
"44",
"57",
"38",
"40",
"43",
"51",
"56",
"46",
"45",
"47",
"52",
"42",
"52",
"43",
"46",
"41",
"54",
"45",
"43",
"41",
"61",
"39",
"45",
"50",
"39",
"46",
"26",
"46",
"46",
"45",
"44",
"50",
"50",
"40",
"39",
"45",
"45",
"42",
"26",
"48",
"50",
"48",
"44",
"47",
"56",
"48",
"48",
"44",
"39",
"45",
"46",
"49",
"52",
"46",
"39",
"39",
"30",
"55",
"45",
"44",
"41",
"34",
"42",
"42",
"43",
"33",
"36",
"51",
"45",
"38",
"52",
"44",
"41",
"32",
"38",
"44",
"36",
"38",
"43",
"48",
"40",
"36",
"34",
"49",
"30",
"33",
"45",
"47",
"45",
"42",
"54",
"40",
"33",
"45",
"42",
"31",
"38",
"39",
"35",
"34",
"35",
"48",
"46",
"33",
"50",
"45",
"34",
"41",
"29",
"33",
"35",
"48",
"41",
"30",
"53",
"28",
"40",
"52",
"33",
"33",
"38",
"42",
"41",
"56",
"35",
"41",
"39",
"32",
"41",
"46",
"29",
"36",
"39",
"33",
"32",
"36",
"44",
"34",
"44",
"44",
"37",
"44",
"46",
"38",
"47",
"41",
"34",
"39",
"43",
"28",
"37",
"34",
"40",
"43",
"38",
"36",
"35",
"42",
"42",
"40",
"40",
"36",
"40",
"30",
"32",
"42",
"38",
"42",
"45",
"49",
"28",
"35",
"38",
"40",
"46",
"38",
"38",
"30",
"40",
"49",
"36",
"31",
"31",
"46",
"32",
"39",
"40",
"35",
"43",
"49",
"34",
"32",
"44",
"42",
"28",
"32",
"33",
"52",
"37",
"40",
"37",
"38",
"39",
"45",
"37",
"31",
"47",
"44",
"52",
"42",
"49",
"39",
"39",
"34",
"38",
"48",
"38",
"38",
"41",
"44",
"44",
"32",
"50",
"37",
"39",
"26",
"29",
"38",
"45",
"25",
"42",
"41",
"30",
"30",
"36",
"40",
"44",
"36",
"33",
"26",
"43",
"40",
"40",
"31",
"35",
"35",
"34",
"36",
"27",
"27",
"45",
"50",
"40",
"32",
"41",
"35",
"41",
"38",
"51",
"34",
"37",
"35",
"33",
"29",
"38",
"28",
"38",
"40",
"32",
"35",
"51",
"34",
"35",
"30",
"50",
"28",
"41",
"29",
"49",
"50",
"42",
"42",
"28",
"29",
"42",
"35",
"44",
"31",
"35",
"29",
"34",
"29",
"34",
"43",
"36",
"20",
"42",
"48",
"37",
"44",
"38",
"37",
"34",
"41",
"34",
"48",
"43",
"26",
"30",
"30",
"33",
"29",
"27",
"26",
"24",
"34",
"26",
"32",
"38",
"24",
"36",
"38",
"31",
"30",
"33",
"27",
"34",
"18",
"39",
"44",
"39",
"28",
"34",
"31",
"24",
"30",
"28",
"30",
"45",
"36",
"31",
"47",
"22",
"33",
"32",
"35",
"28",
"35",
"32",
"32",
"36",
"46",
"40",
"28",
"29",
"34",
"35",
"41",
"41",
"23",
"39",
"45",
"43",
"45",
"39",
"46",
"41",
"45",
"56",
"40",
"56",
"56",
"56",
"60",
"67",
"65",
"59",
"57",
"72",
"74",
"49",
"71",
"72",
"66",
"64",
"70",
"74",
"58",
"48",
"49",
"63",
"51",
"57",
"52",
"50",
"50",
"44",
"44",
"38",
"25",
"30",
"37",
"38",
"31",
"37",
"31",
"47",
"44",
"26",
"28",
"33",
"30",
"41",
"33",
"30",
"34",
"36",
"20",
"23",
"25",
"26",
"33",
"29",
"30",
"43",
"22",
"27",
"27",
"27",
"27",
"25",
"27",
"39",
"33",
"30",
"33",
"34",
"31",
"25",
"30",
"36",
"35",
"51",
"37",
"38",
"30",
"38",
"34",
"32",
"31",
"25",
"44",
"30",
"41",
"41",
"38",
"45",
"36",
"33",
"31",
"36",
"37",
"32",
"27",
"37",
"43",
"54",
"37",
"38",
"40",
"42",
"42",
"37",
"49",
"41",
"46",
"26",
"37",
"33",
"38",
"50",
"48",
"34",
"36",
"47",
"30",
"30",
"30",
"33",
"43",
"34",
"32",
"30",
"33",
"33",
"32",
"24",
"27",
"31",
"36",
"35",
"35",
"30",
"36",
"27",
"30",
"30",
"30",
"30",
"40",
"33",
"33",
"31",
"27",
"31",
"29",
"22",
"36",
"29",
"27",
"24",
"28",
"32",
"32",
"44",
"33",
"21",
"27",
"36",
"22",
"34",
"32",
"31",
"35",
"41",
"25",
"20",
"32",
"29",
"21",
"30",
"25",
"38",
"20",
"33",
"30",
"32",
"34",
"37",
"33",
"25",
"34",
"24",
"27",
"31",
"35",
"24",
"31",
"34",
"28",
"28",
"42",
"25",
"25",
"32",
"33",
"33",
"21",
"36",
"29",
"41",
"36",
"33",
"19",
"29",
"26",
"22",
"34",
"38",
"24",
"38",
"45",
"29",
"29",
"36",
"38",
"34",
"30",
"30",
"32",
"31",
"29",
"24",
"31",
"29",
"31",
"35",
"36",
"24",
"37",
"37",
"43",
"28",
"40",
"37",
"41",
"29",
"35",
"33",
"39",
"39",
"43",
"38",
"37",
"32",
"38",
"36",
"37",
"44",
"42",
"38",
"47",
"42",
"40",
"38",
"45",
"38",
"46",
"46",
"38",
"49",
"37",
"42",
"48",
"52",
"48",
"50",
"48",
"46",
"51",
"60",
"51",
"59",
"68",
"70",
"76",
"54",
"67",
"52",
"88",
"81",
"93",
"75",
"76",
"96",
"77",
"68",
"85",
"101",
"104",
"95",
"122",
"120",
"117",
"114",
"124",
"146",
"125",
"126",
"144",
"130",
"125",
"158",
"158",
"182",
"149",
"176",
"170",
"189",
"179",
"200",
"179",
"211",
"173",
"199",
"187",
"213",
"181",
"212",
"215",
"221",
"202",
"195",
"197",
"198",
"200",
"198",
"210",
"211",
"176",
"196",
"218",
"183",
"189",
"190",
"164",
"182",
"160",
"171",
"156",
"149",
"153",
"157",
"149",
"161",
"142",
"134",
"122",
"116",
"130",
"102",
"127",
"116",
"108",
"104",
"110",
"100",
"94",
"82",
"97",
"70",
"73",
"69",
"66",
"76",
"83",
"65",
"57",
"73",
"62",
"58",
"53",
"50",
"55",
"43",
"29",
"43",
"41",
"54",
"54",
"44",
"44",
"36",
"49",
"49",
"40",
"41",
"41",
"49",
"55",
"35",
"53",
"46",
"71",
"56",
"70",
"57",
"85",
"81",
"64",
"82",
"69",
"87",
"78",
"67",
"91",
"95",
"98",
"102",
"92",
"87",
"111",
"98",
"91",
"93",
"104",
"98",
"86",
"84",
"109",
"108",
"77",
"74",
"82",
"92",
"70",
"66",
"65",
"54",
"55",
"63",
"59",
"51",
"35",
"49",
"45",
"52",
"41",
"35",
"44",
"44",
"32",
"32",
"29",
"38",
"31",
"14632",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Cu, P , S , Ca, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    CuLa         0.94     0.047",
"                      P Ka         1.99     0.011",
"                      S Ka         2.32     0.050",
"                      CaKa         3.70     0.166",
"                      CaKb         4.04     0.021",
"                      CuKaESC      6.29     0.027",
"                      CuKa         8.06    10.296",
"                      CuKb         8.92     1.366",
"                      RuKa        19.20     0.083",
"                      ----        19.44     0.051",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
