"Sample    : mn_34675",
"47",
"44",
"37",
"41",
"34",
"38",
"41",
"30",
"32",
"17",
"22",
"28",
"18",
"14",
"13",
"13",
"17",
"15",
"14",
"20",
"11",
"13",
"13",
"13",
"11",
"16",
"7",
"15",
"10",
"17",
"17",
"6",
"17",
"17",
"7",
"15",
"9",
"12",
"21",
"7",
"14",
"12",
"12",
"8",
"9",
"18",
"8",
"7",
"9",
"16",
"11",
"17",
"19",
"12",
"14",
"9",
"9",
"13",
"7",
"12",
"17",
"14",
"13",
"12",
"20",
"9",
"21",
"16",
"21",
"22",
"18",
"14",
"11",
"15",
"10",
"11",
"18",
"18",
"13",
"13",
"17",
"15",
"15",
"15",
"14",
"12",
"14",
"10",
"15",
"7",
"8",
"13",
"11",
"12",
"15",
"16",
"11",
"8",
"22",
"17",
"15",
"16",
"16",
"12",
"11",
"13",
"15",
"12",
"9",
"4",
"10",
"14",
"12",
"12",
"11",
"14",
"22",
"15",
"16",
"12",
"14",
"16",
"22",
"16",
"10",
"16",
"14",
"14",
"14",
"20",
"14",
"10",
"21",
"17",
"19",
"20",
"13",
"23",
"16",
"15",
"12",
"11",
"11",
"16",
"12",
"15",
"17",
"16",
"23",
"23",
"23",
"27",
"37",
"43",
"53",
"46",
"76",
"82",
"114",
"145",
"200",
"230",
"295",
"322",
"447",
"430",
"504",
"483",
"593",
"486",
"548",
"548",
"534",
"445",
"414",
"397",
"325",
"236",
"207",
"173",
"151",
"114",
"94",
"69",
"37",
"53",
"39",
"39",
"52",
"43",
"50",
"43",
"54",
"49",
"62",
"66",
"96",
"75",
"91",
"103",
"115",
"108",
"121",
"135",
"114",
"132",
"138",
"138",
"150",
"125",
"141",
"152",
"180",
"146",
"173",
"163",
"190",
"145",
"150",
"124",
"128",
"91",
"93",
"74",
"60",
"55",
"65",
"48",
"51",
"43",
"44",
"40",
"34",
"35",
"37",
"29",
"33",
"34",
"50",
"29",
"35",
"48",
"39",
"36",
"42",
"40",
"48",
"47",
"57",
"34",
"44",
"47",
"56",
"38",
"49",
"47",
"50",
"38",
"50",
"45",
"54",
"52",
"49",
"39",
"53",
"41",
"44",
"47",
"67",
"51",
"61",
"50",
"44",
"47",
"54",
"76",
"72",
"68",
"63",
"46",
"71",
"53",
"57",
"59",
"59",
"42",
"43",
"42",
"64",
"57",
"54",
"43",
"48",
"58",
"67",
"58",
"54",
"57",
"51",
"64",
"54",
"60",
"59",
"58",
"56",
"56",
"49",
"68",
"65",
"58",
"55",
"57",
"47",
"47",
"65",
"55",
"55",
"65",
"57",
"57",
"75",
"46",
"68",
"63",
"61",
"49",
"64",
"58",
"57",
"62",
"54",
"70",
"60",
"63",
"79",
"62",
"68",
"63",
"76",
"72",
"72",
"83",
"94",
"93",
"83",
"87",
"75",
"88",
"92",
"77",
"95",
"109",
"89",
"105",
"86",
"113",
"126",
"99",
"104",
"125",
"140",
"146",
"134",
"141",
"174",
"166",
"207",
"232",
"297",
"385",
"489",
"656",
"917",
"1251",
"1846",
"2344",
"3415",
"4173",
"5823",
"7493",
"9645",
"11374",
"14184",
"16872",
"19756",
"21311",
"24745",
"26389",
"28935",
"28700",
"31530",
"28989",
"30293",
"27422",
"26786",
"24213",
"22629",
"18954",
"16868",
"14124",
"11951",
"9373",
"7608",
"5704",
"4596",
"3162",
"2404",
"1742",
"1222",
"861",
"647",
"423",
"306",
"241",
"186",
"157",
"150",
"149",
"124",
"154",
"137",
"133",
"134",
"124",
"148",
"149",
"173",
"147",
"197",
"212",
"221",
"317",
"350",
"399",
"478",
"616",
"765",
"995",
"1271",
"1358",
"1680",
"1879",
"2276",
"2471",
"2890",
"2982",
"3388",
"3575",
"3827",
"3779",
"3968",
"3751",
"3777",
"3389",
"3524",
"2930",
"2805",
"2270",
"2123",
"1717",
"1579",
"1177",
"990",
"808",
"681",
"453",
"357",
"289",
"236",
"155",
"127",
"114",
"84",
"73",
"75",
"51",
"60",
"70",
"57",
"50",
"58",
"55",
"56",
"40",
"58",
"47",
"55",
"52",
"57",
"50",
"43",
"40",
"48",
"59",
"46",
"52",
"50",
"50",
"66",
"40",
"61",
"55",
"53",
"61",
"39",
"54",
"56",
"49",
"64",
"60",
"45",
"53",
"52",
"52",
"52",
"57",
"55",
"53",
"50",
"55",
"53",
"48",
"58",
"60",
"42",
"51",
"41",
"58",
"57",
"64",
"47",
"55",
"57",
"48",
"57",
"57",
"40",
"35",
"54",
"50",
"45",
"45",
"64",
"48",
"57",
"39",
"46",
"46",
"65",
"52",
"56",
"61",
"43",
"57",
"53",
"46",
"61",
"55",
"52",
"46",
"55",
"45",
"44",
"51",
"54",
"65",
"40",
"50",
"60",
"46",
"46",
"55",
"46",
"42",
"53",
"65",
"53",
"42",
"73",
"53",
"57",
"53",
"50",
"51",
"70",
"67",
"72",
"53",
"54",
"55",
"65",
"72",
"67",
"62",
"71",
"67",
"76",
"63",
"76",
"65",
"68",
"88",
"81",
"67",
"71",
"72",
"84",
"75",
"99",
"72",
"65",
"73",
"86",
"69",
"90",
"79",
"57",
"52",
"60",
"62",
"54",
"58",
"57",
"55",
"44",
"52",
"57",
"58",
"55",
"48",
"72",
"54",
"66",
"54",
"51",
"42",
"47",
"49",
"55",
"51",
"49",
"51",
"62",
"48",
"48",
"63",
"62",
"39",
"58",
"60",
"66",
"68",
"62",
"60",
"65",
"75",
"66",
"74",
"80",
"74",
"75",
"61",
"62",
"83",
"93",
"74",
"96",
"81",
"91",
"72",
"80",
"71",
"63",
"81",
"76",
"69",
"65",
"72",
"76",
"57",
"57",
"55",
"63",
"55",
"64",
"58",
"57",
"67",
"50",
"52",
"56",
"54",
"50",
"53",
"49",
"44",
"66",
"49",
"56",
"48",
"45",
"64",
"50",
"60",
"60",
"59",
"54",
"56",
"54",
"61",
"61",
"62",
"56",
"54",
"57",
"62",
"50",
"60",
"50",
"47",
"55",
"60",
"52",
"57",
"52",
"32",
"49",
"61",
"63",
"53",
"55",
"58",
"57",
"59",
"50",
"53",
"48",
"64",
"54",
"52",
"42",
"62",
"59",
"49",
"49",
"60",
"56",
"46",
"58",
"62",
"60",
"52",
"65",
"49",
"70",
"60",
"54",
"55",
"65",
"60",
"65",
"53",
"56",
"53",
"49",
"62",
"41",
"56",
"52",
"47",
"51",
"54",
"66",
"62",
"51",
"57",
"75",
"33",
"51",
"55",
"55",
"46",
"46",
"58",
"50",
"48",
"56",
"53",
"43",
"47",
"48",
"57",
"49",
"47",
"34",
"55",
"67",
"51",
"63",
"68",
"62",
"59",
"54",
"49",
"61",
"46",
"59",
"57",
"59",
"49",
"47",
"50",
"52",
"34",
"61",
"52",
"48",
"60",
"47",
"55",
"52",
"37",
"53",
"48",
"43",
"49",
"64",
"55",
"60",
"53",
"52",
"49",
"49",
"51",
"53",
"48",
"56",
"56",
"53",
"41",
"58",
"56",
"51",
"53",
"46",
"41",
"42",
"55",
"63",
"55",
"49",
"52",
"40",
"51",
"61",
"52",
"46",
"55",
"58",
"61",
"58",
"55",
"57",
"46",
"71",
"46",
"46",
"50",
"61",
"54",
"59",
"46",
"52",
"38",
"33",
"49",
"53",
"46",
"44",
"43",
"54",
"44",
"53",
"36",
"53",
"43",
"51",
"45",
"50",
"51",
"58",
"49",
"47",
"50",
"49",
"38",
"39",
"55",
"45",
"50",
"46",
"46",
"60",
"41",
"51",
"51",
"45",
"45",
"48",
"43",
"54",
"40",
"45",
"53",
"54",
"52",
"54",
"39",
"44",
"51",
"57",
"40",
"57",
"40",
"50",
"49",
"47",
"50",
"50",
"49",
"42",
"36",
"64",
"41",
"50",
"34",
"53",
"43",
"37",
"53",
"48",
"37",
"41",
"46",
"38",
"39",
"42",
"67",
"56",
"45",
"48",
"40",
"52",
"48",
"43",
"46",
"44",
"51",
"45",
"61",
"47",
"58",
"40",
"52",
"45",
"56",
"57",
"55",
"53",
"56",
"67",
"60",
"89",
"65",
"79",
"73",
"78",
"84",
"98",
"88",
"95",
"99",
"74",
"116",
"97",
"99",
"97",
"90",
"107",
"61",
"84",
"67",
"89",
"84",
"71",
"67",
"52",
"48",
"54",
"54",
"59",
"40",
"61",
"52",
"48",
"52",
"52",
"53",
"43",
"33",
"44",
"54",
"42",
"46",
"43",
"49",
"48",
"50",
"48",
"45",
"39",
"54",
"45",
"59",
"40",
"58",
"48",
"49",
"42",
"46",
"47",
"52",
"58",
"42",
"47",
"70",
"44",
"59",
"63",
"53",
"60",
"56",
"61",
"60",
"48",
"41",
"42",
"56",
"43",
"43",
"53",
"44",
"44",
"42",
"54",
"48",
"39",
"53",
"57",
"38",
"59",
"56",
"44",
"40",
"43",
"51",
"49",
"61",
"38",
"41",
"46",
"44",
"41",
"40",
"49",
"33",
"45",
"36",
"47",
"49",
"53",
"38",
"38",
"43",
"40",
"43",
"47",
"55",
"37",
"36",
"50",
"52",
"44",
"44",
"39",
"49",
"50",
"45",
"30",
"51",
"40",
"33",
"57",
"46",
"43",
"49",
"44",
"34",
"45",
"39",
"41",
"44",
"42",
"36",
"40",
"40",
"44",
"37",
"47",
"50",
"33",
"46",
"36",
"40",
"42",
"23",
"39",
"48",
"51",
"41",
"43",
"39",
"37",
"33",
"37",
"43",
"42",
"43",
"44",
"49",
"43",
"45",
"40",
"56",
"45",
"38",
"55",
"41",
"49",
"31",
"36",
"48",
"50",
"48",
"35",
"54",
"37",
"49",
"48",
"57",
"37",
"41",
"42",
"40",
"52",
"35",
"55",
"40",
"44",
"36",
"45",
"27",
"44",
"37",
"35",
"53",
"41",
"44",
"40",
"40",
"43",
"36",
"38",
"35",
"32",
"29",
"34",
"45",
"48",
"48",
"42",
"34",
"35",
"49",
"39",
"24",
"53",
"37",
"40",
"33",
"43",
"52",
"38",
"37",
"47",
"41",
"41",
"41",
"43",
"39",
"39",
"42",
"46",
"35",
"35",
"36",
"37",
"45",
"41",
"30",
"40",
"27",
"33",
"46",
"34",
"41",
"43",
"31",
"48",
"45",
"41",
"45",
"28",
"33",
"45",
"41",
"36",
"34",
"29",
"29",
"40",
"31",
"39",
"45",
"28",
"45",
"34",
"42",
"54",
"35",
"21",
"51",
"45",
"30",
"34",
"37",
"31",
"49",
"39",
"38",
"35",
"30",
"39",
"35",
"35",
"32",
"39",
"44",
"37",
"43",
"40",
"43",
"38",
"46",
"33",
"36",
"36",
"37",
"36",
"42",
"33",
"41",
"48",
"55",
"50",
"42",
"37",
"34",
"41",
"37",
"22",
"47",
"43",
"30",
"32",
"28",
"45",
"37",
"28",
"28",
"40",
"35",
"40",
"36",
"40",
"37",
"29",
"37",
"41",
"36",
"38",
"34",
"37",
"31",
"36",
"41",
"42",
"32",
"34",
"38",
"27",
"37",
"50",
"38",
"46",
"41",
"34",
"36",
"27",
"33",
"43",
"25",
"40",
"36",
"39",
"32",
"41",
"39",
"35",
"30",
"32",
"33",
"41",
"42",
"30",
"33",
"32",
"43",
"36",
"33",
"35",
"40",
"31",
"32",
"34",
"44",
"38",
"29",
"38",
"45",
"33",
"32",
"31",
"35",
"41",
"27",
"29",
"40",
"33",
"44",
"43",
"26",
"30",
"29",
"48",
"38",
"36",
"45",
"42",
"33",
"36",
"28",
"36",
"27",
"34",
"33",
"38",
"31",
"30",
"37",
"20",
"37",
"31",
"36",
"28",
"31",
"31",
"29",
"31",
"19",
"36",
"34",
"32",
"40",
"27",
"22",
"41",
"32",
"35",
"26",
"42",
"40",
"32",
"31",
"37",
"26",
"36",
"31",
"36",
"31",
"47",
"35",
"25",
"26",
"33",
"30",
"35",
"42",
"25",
"34",
"40",
"30",
"39",
"23",
"27",
"29",
"27",
"36",
"33",
"40",
"38",
"38",
"28",
"38",
"27",
"39",
"36",
"27",
"22",
"32",
"22",
"30",
"25",
"19",
"36",
"36",
"38",
"45",
"36",
"29",
"27",
"26",
"25",
"38",
"34",
"40",
"25",
"23",
"27",
"30",
"39",
"28",
"28",
"32",
"37",
"37",
"33",
"30",
"29",
"28",
"31",
"20",
"38",
"25",
"38",
"28",
"36",
"31",
"49",
"22",
"27",
"32",
"33",
"37",
"25",
"36",
"28",
"32",
"32",
"30",
"36",
"29",
"32",
"30",
"32",
"28",
"27",
"35",
"29",
"35",
"36",
"27",
"27",
"30",
"28",
"31",
"30",
"44",
"24",
"42",
"34",
"39",
"29",
"28",
"25",
"36",
"33",
"40",
"28",
"29",
"30",
"21",
"38",
"23",
"37",
"30",
"26",
"32",
"31",
"38",
"29",
"33",
"28",
"36",
"31",
"25",
"26",
"32",
"28",
"26",
"34",
"30",
"34",
"28",
"34",
"27",
"33",
"35",
"35",
"31",
"30",
"36",
"25",
"34",
"33",
"27",
"29",
"42",
"22",
"26",
"36",
"27",
"21",
"27",
"28",
"30",
"33",
"26",
"35",
"30",
"37",
"24",
"24",
"35",
"31",
"27",
"38",
"40",
"25",
"24",
"24",
"46",
"32",
"46",
"36",
"33",
"25",
"33",
"34",
"32",
"35",
"36",
"23",
"27",
"42",
"33",
"33",
"27",
"34",
"40",
"28",
"30",
"37",
"34",
"30",
"33",
"30",
"31",
"38",
"29",
"40",
"32",
"31",
"32",
"34",
"34",
"37",
"35",
"41",
"22",
"29",
"42",
"45",
"32",
"33",
"33",
"36",
"42",
"26",
"37",
"36",
"32",
"37",
"37",
"48",
"41",
"42",
"30",
"41",
"43",
"43",
"42",
"55",
"32",
"40",
"49",
"48",
"36",
"43",
"43",
"43",
"44",
"62",
"51",
"47",
"55",
"53",
"42",
"51",
"46",
"54",
"67",
"58",
"52",
"50",
"56",
"73",
"73",
"79",
"72",
"85",
"65",
"86",
"76",
"74",
"87",
"92",
"105",
"96",
"107",
"105",
"115",
"101",
"104",
"139",
"108",
"135",
"149",
"135",
"162",
"140",
"132",
"149",
"148",
"188",
"191",
"153",
"174",
"178",
"198",
"190",
"187",
"178",
"194",
"184",
"203",
"194",
"202",
"211",
"236",
"218",
"200",
"207",
"213",
"215",
"228",
"199",
"207",
"209",
"243",
"192",
"192",
"199",
"208",
"202",
"177",
"181",
"202",
"182",
"175",
"159",
"180",
"170",
"160",
"153",
"136",
"149",
"159",
"136",
"119",
"121",
"123",
"121",
"114",
"111",
"122",
"88",
"95",
"81",
"106",
"79",
"88",
"86",
"68",
"74",
"82",
"75",
"74",
"56",
"59",
"61",
"49",
"61",
"46",
"50",
"51",
"54",
"61",
"41",
"53",
"39",
"38",
"57",
"41",
"49",
"45",
"51",
"50",
"40",
"59",
"45",
"53",
"54",
"58",
"54",
"66",
"57",
"69",
"78",
"77",
"75",
"95",
"84",
"86",
"71",
"92",
"93",
"108",
"109",
"83",
"108",
"110",
"105",
"88",
"114",
"122",
"100",
"107",
"110",
"103",
"86",
"94",
"92",
"89",
"93",
"84",
"73",
"71",
"84",
"58",
"67",
"61",
"59",
"53",
"54",
"43",
"43",
"44",
"23",
"37",
"42",
"35",
"33",
"39",
"42",
"27",
"15125",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  P , Ca, Mn, Rh",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    P Ka         1.98     0.010",
"                      CaKa         3.71     0.162",
"                      MnKaESC      4.16     0.048",
"                      MnKa         5.92    11.156",
"                      MnKb         6.50     1.429",
"                      MnKaSUM     11.85     0.028",
"                      RhKaC       19.29     0.083",
"                      ----        19.52     0.033",
"                      RhKa        20.12     0.038",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
