"Sample    : co_34678_16p",
"82",
"85",
"65",
"51",
"40",
"48",
"49",
"56",
"48",
"56",
"63",
"71",
"65",
"86",
"87",
"108",
"91",
"97",
"109",
"120",
"100",
"96",
"110",
"96",
"89",
"78",
"68",
"63",
"55",
"48",
"42",
"33",
"28",
"36",
"28",
"31",
"18",
"30",
"31",
"25",
"30",
"19",
"28",
"18",
"26",
"30",
"27",
"31",
"31",
"29",
"26",
"31",
"39",
"37",
"32",
"37",
"39",
"36",
"28",
"49",
"41",
"39",
"37",
"51",
"52",
"50",
"44",
"48",
"40",
"39",
"40",
"49",
"49",
"40",
"43",
"39",
"61",
"57",
"42",
"32",
"45",
"47",
"34",
"40",
"34",
"48",
"44",
"33",
"44",
"42",
"29",
"41",
"41",
"36",
"33",
"32",
"43",
"36",
"37",
"48",
"32",
"34",
"43",
"43",
"37",
"33",
"33",
"30",
"33",
"40",
"51",
"50",
"26",
"64",
"34",
"36",
"28",
"48",
"43",
"70",
"53",
"48",
"61",
"41",
"60",
"76",
"86",
"117",
"94",
"108",
"114",
"140",
"157",
"159",
"180",
"167",
"175",
"159",
"160",
"173",
"151",
"120",
"127",
"123",
"112",
"81",
"72",
"71",
"55",
"64",
"66",
"58",
"53",
"58",
"37",
"44",
"65",
"47",
"59",
"55",
"71",
"65",
"49",
"57",
"63",
"56",
"53",
"60",
"52",
"43",
"50",
"52",
"48",
"50",
"46",
"56",
"57",
"64",
"58",
"64",
"51",
"53",
"65",
"56",
"48",
"49",
"51",
"77",
"66",
"77",
"63",
"71",
"72",
"52",
"65",
"66",
"68",
"61",
"64",
"81",
"77",
"60",
"70",
"66",
"79",
"86",
"82",
"101",
"87",
"82",
"104",
"103",
"101",
"114",
"72",
"93",
"95",
"81",
"82",
"103",
"86",
"100",
"88",
"111",
"75",
"107",
"85",
"108",
"91",
"102",
"83",
"94",
"93",
"97",
"71",
"110",
"73",
"88",
"97",
"107",
"112",
"94",
"98",
"89",
"109",
"104",
"108",
"95",
"91",
"98",
"96",
"118",
"114",
"125",
"121",
"126",
"111",
"126",
"114",
"116",
"131",
"141",
"141",
"140",
"131",
"118",
"125",
"147",
"149",
"123",
"128",
"142",
"133",
"140",
"152",
"149",
"164",
"171",
"171",
"186",
"195",
"215",
"180",
"215",
"251",
"267",
"279",
"356",
"447",
"585",
"669",
"1018",
"1409",
"1853",
"2367",
"3401",
"4480",
"6038",
"7430",
"9618",
"12375",
"15334",
"17646",
"21808",
"24685",
"28567",
"30339",
"34968",
"36833",
"39871",
"38932",
"41101",
"41483",
"41347",
"37307",
"36578",
"33645",
"31168",
"26956",
"24458",
"21128",
"18111",
"13950",
"11978",
"9538",
"7620",
"5618",
"4487",
"3238",
"2523",
"1673",
"1183",
"886",
"695",
"480",
"386",
"258",
"218",
"183",
"209",
"153",
"172",
"139",
"177",
"167",
"139",
"158",
"147",
"144",
"136",
"149",
"166",
"187",
"205",
"201",
"190",
"203",
"212",
"201",
"238",
"259",
"307",
"305",
"346",
"424",
"522",
"554",
"717",
"853",
"1015",
"1198",
"1478",
"1795",
"2119",
"2437",
"2880",
"3254",
"3813",
"3819",
"4288",
"4667",
"5060",
"5226",
"5202",
"5463",
"5384",
"4944",
"4925",
"4494",
"4414",
"3958",
"3544",
"3144",
"2776",
"2261",
"2006",
"1656",
"1383",
"1060",
"900",
"641",
"521",
"396",
"296",
"220",
"185",
"182",
"164",
"109",
"129",
"103",
"103",
"88",
"73",
"95",
"83",
"83",
"83",
"79",
"85",
"83",
"81",
"80",
"100",
"113",
"83",
"79",
"72",
"93",
"78",
"77",
"82",
"96",
"66",
"78",
"71",
"55",
"58",
"65",
"64",
"48",
"59",
"79",
"61",
"73",
"76",
"59",
"58",
"67",
"55",
"59",
"65",
"58",
"71",
"66",
"59",
"68",
"71",
"77",
"71",
"61",
"68",
"63",
"60",
"56",
"57",
"68",
"65",
"64",
"78",
"68",
"58",
"71",
"80",
"92",
"83",
"88",
"85",
"74",
"73",
"102",
"108",
"98",
"87",
"90",
"94",
"97",
"87",
"85",
"87",
"72",
"96",
"78",
"59",
"77",
"75",
"72",
"73",
"70",
"67",
"86",
"51",
"68",
"73",
"76",
"85",
"46",
"58",
"65",
"74",
"70",
"70",
"55",
"65",
"62",
"61",
"58",
"53",
"78",
"57",
"65",
"63",
"71",
"59",
"65",
"56",
"58",
"57",
"45",
"47",
"55",
"73",
"60",
"71",
"64",
"75",
"59",
"65",
"81",
"60",
"65",
"45",
"55",
"75",
"66",
"67",
"62",
"71",
"66",
"70",
"63",
"70",
"58",
"65",
"65",
"57",
"70",
"66",
"59",
"67",
"63",
"81",
"75",
"67",
"64",
"64",
"73",
"97",
"66",
"86",
"68",
"60",
"66",
"86",
"80",
"68",
"89",
"61",
"70",
"83",
"83",
"79",
"89",
"81",
"68",
"80",
"61",
"91",
"73",
"79",
"93",
"77",
"80",
"86",
"73",
"76",
"81",
"73",
"81",
"79",
"63",
"74",
"64",
"85",
"73",
"62",
"55",
"62",
"77",
"71",
"64",
"59",
"59",
"79",
"63",
"70",
"73",
"77",
"66",
"73",
"81",
"71",
"77",
"66",
"67",
"64",
"63",
"56",
"76",
"64",
"56",
"50",
"64",
"50",
"68",
"65",
"60",
"52",
"58",
"71",
"53",
"46",
"71",
"50",
"68",
"72",
"55",
"86",
"67",
"79",
"57",
"61",
"63",
"55",
"52",
"65",
"53",
"56",
"55",
"59",
"60",
"56",
"58",
"55",
"70",
"51",
"58",
"71",
"53",
"51",
"71",
"68",
"50",
"64",
"61",
"55",
"44",
"59",
"71",
"63",
"70",
"74",
"64",
"59",
"66",
"50",
"50",
"57",
"61",
"58",
"58",
"59",
"58",
"61",
"48",
"57",
"63",
"63",
"55",
"71",
"72",
"77",
"57",
"65",
"60",
"53",
"58",
"65",
"65",
"66",
"60",
"61",
"53",
"72",
"53",
"88",
"78",
"73",
"50",
"67",
"73",
"57",
"57",
"61",
"70",
"53",
"58",
"57",
"62",
"68",
"51",
"60",
"56",
"75",
"61",
"59",
"63",
"56",
"61",
"58",
"71",
"62",
"58",
"52",
"64",
"57",
"62",
"58",
"59",
"60",
"79",
"68",
"77",
"58",
"49",
"59",
"51",
"61",
"60",
"59",
"77",
"68",
"56",
"64",
"51",
"70",
"72",
"56",
"70",
"41",
"68",
"57",
"45",
"56",
"53",
"62",
"48",
"61",
"57",
"73",
"61",
"61",
"61",
"62",
"56",
"42",
"52",
"45",
"53",
"58",
"74",
"55",
"55",
"50",
"73",
"61",
"60",
"57",
"68",
"67",
"45",
"56",
"58",
"60",
"55",
"65",
"50",
"65",
"44",
"65",
"46",
"64",
"55",
"57",
"36",
"53",
"71",
"66",
"50",
"53",
"53",
"58",
"53",
"58",
"58",
"60",
"47",
"72",
"62",
"48",
"64",
"49",
"64",
"46",
"50",
"55",
"50",
"59",
"46",
"63",
"58",
"59",
"46",
"56",
"61",
"49",
"51",
"48",
"57",
"50",
"49",
"56",
"51",
"50",
"67",
"58",
"64",
"40",
"49",
"58",
"53",
"51",
"51",
"42",
"61",
"72",
"58",
"46",
"51",
"48",
"58",
"57",
"45",
"47",
"73",
"62",
"52",
"59",
"68",
"45",
"47",
"57",
"55",
"60",
"59",
"67",
"64",
"56",
"51",
"49",
"39",
"68",
"60",
"60",
"62",
"56",
"37",
"60",
"55",
"55",
"55",
"71",
"56",
"62",
"65",
"49",
"52",
"55",
"57",
"51",
"47",
"71",
"48",
"60",
"65",
"59",
"70",
"61",
"51",
"58",
"49",
"44",
"47",
"61",
"65",
"52",
"65",
"53",
"47",
"44",
"48",
"68",
"68",
"58",
"50",
"52",
"62",
"53",
"50",
"59",
"61",
"52",
"55",
"63",
"43",
"57",
"68",
"47",
"58",
"58",
"52",
"55",
"45",
"70",
"44",
"51",
"52",
"56",
"59",
"50",
"47",
"66",
"46",
"39",
"46",
"66",
"49",
"63",
"60",
"50",
"62",
"48",
"45",
"51",
"45",
"45",
"39",
"71",
"50",
"50",
"56",
"45",
"65",
"50",
"57",
"66",
"52",
"62",
"68",
"66",
"66",
"75",
"75",
"78",
"64",
"101",
"72",
"95",
"101",
"98",
"111",
"131",
"109",
"112",
"112",
"133",
"96",
"132",
"134",
"129",
"127",
"126",
"131",
"121",
"112",
"112",
"111",
"92",
"95",
"87",
"80",
"105",
"79",
"91",
"82",
"58",
"55",
"56",
"68",
"71",
"53",
"47",
"50",
"42",
"43",
"51",
"45",
"55",
"45",
"46",
"43",
"63",
"45",
"52",
"45",
"48",
"53",
"58",
"44",
"41",
"40",
"45",
"56",
"47",
"34",
"62",
"52",
"62",
"60",
"39",
"51",
"40",
"50",
"62",
"48",
"52",
"53",
"53",
"52",
"63",
"51",
"45",
"52",
"70",
"50",
"74",
"67",
"70",
"73",
"63",
"77",
"64",
"72",
"62",
"64",
"66",
"66",
"57",
"63",
"73",
"56",
"57",
"72",
"59",
"49",
"56",
"62",
"41",
"55",
"55",
"51",
"47",
"47",
"44",
"36",
"41",
"42",
"48",
"47",
"57",
"64",
"52",
"52",
"56",
"32",
"51",
"46",
"42",
"31",
"37",
"55",
"51",
"47",
"30",
"46",
"37",
"33",
"57",
"53",
"44",
"60",
"39",
"46",
"35",
"34",
"33",
"43",
"47",
"41",
"47",
"43",
"47",
"50",
"33",
"39",
"36",
"52",
"35",
"55",
"43",
"46",
"48",
"56",
"56",
"34",
"48",
"47",
"40",
"41",
"51",
"41",
"49",
"48",
"48",
"48",
"43",
"44",
"44",
"51",
"35",
"33",
"53",
"50",
"43",
"45",
"37",
"37",
"49",
"41",
"47",
"47",
"37",
"55",
"45",
"50",
"42",
"40",
"29",
"35",
"39",
"41",
"39",
"48",
"55",
"32",
"41",
"42",
"43",
"34",
"50",
"41",
"41",
"40",
"39",
"42",
"46",
"46",
"30",
"37",
"50",
"42",
"45",
"41",
"40",
"36",
"45",
"55",
"51",
"34",
"34",
"36",
"45",
"31",
"43",
"46",
"41",
"24",
"30",
"22",
"43",
"43",
"37",
"40",
"47",
"32",
"33",
"33",
"40",
"43",
"49",
"62",
"43",
"42",
"52",
"39",
"46",
"37",
"34",
"34",
"31",
"48",
"29",
"40",
"42",
"33",
"41",
"42",
"40",
"41",
"40",
"34",
"47",
"45",
"41",
"42",
"47",
"37",
"27",
"44",
"39",
"35",
"36",
"46",
"39",
"48",
"42",
"43",
"39",
"28",
"36",
"37",
"39",
"33",
"44",
"36",
"51",
"50",
"56",
"39",
"42",
"41",
"37",
"32",
"37",
"34",
"43",
"39",
"39",
"46",
"41",
"49",
"29",
"39",
"40",
"40",
"28",
"43",
"40",
"39",
"34",
"46",
"25",
"41",
"44",
"24",
"42",
"35",
"40",
"40",
"36",
"32",
"42",
"45",
"35",
"37",
"42",
"33",
"43",
"45",
"34",
"34",
"29",
"36",
"39",
"35",
"34",
"31",
"43",
"32",
"30",
"41",
"46",
"40",
"29",
"35",
"34",
"31",
"32",
"49",
"33",
"39",
"39",
"36",
"27",
"39",
"43",
"39",
"39",
"34",
"40",
"40",
"43",
"47",
"43",
"32",
"45",
"33",
"34",
"40",
"20",
"39",
"45",
"40",
"41",
"39",
"37",
"39",
"40",
"40",
"39",
"42",
"49",
"35",
"33",
"27",
"49",
"35",
"42",
"27",
"30",
"32",
"32",
"33",
"33",
"50",
"43",
"39",
"30",
"41",
"30",
"46",
"34",
"36",
"41",
"32",
"41",
"35",
"29",
"27",
"42",
"29",
"42",
"34",
"42",
"40",
"37",
"40",
"33",
"44",
"50",
"37",
"42",
"30",
"28",
"47",
"31",
"31",
"48",
"41",
"43",
"41",
"45",
"47",
"46",
"44",
"39",
"26",
"52",
"27",
"47",
"32",
"32",
"36",
"40",
"31",
"44",
"47",
"51",
"49",
"37",
"49",
"41",
"53",
"39",
"45",
"42",
"32",
"49",
"50",
"51",
"51",
"40",
"42",
"49",
"43",
"61",
"44",
"52",
"50",
"61",
"46",
"51",
"49",
"42",
"46",
"56",
"46",
"46",
"49",
"52",
"57",
"65",
"56",
"55",
"70",
"70",
"47",
"67",
"59",
"75",
"68",
"66",
"72",
"91",
"68",
"83",
"87",
"86",
"82",
"97",
"94",
"112",
"88",
"94",
"96",
"105",
"123",
"121",
"100",
"123",
"118",
"123",
"116",
"141",
"141",
"160",
"151",
"165",
"148",
"172",
"172",
"180",
"166",
"187",
"192",
"203",
"200",
"205",
"214",
"221",
"241",
"254",
"227",
"235",
"224",
"187",
"248",
"207",
"228",
"263",
"263",
"248",
"240",
"246",
"272",
"274",
"259",
"236",
"253",
"249",
"225",
"238",
"256",
"247",
"209",
"266",
"211",
"233",
"200",
"211",
"211",
"195",
"202",
"227",
"199",
"171",
"188",
"163",
"173",
"185",
"137",
"151",
"150",
"138",
"123",
"155",
"122",
"127",
"124",
"119",
"106",
"98",
"88",
"131",
"100",
"83",
"68",
"102",
"79",
"68",
"68",
"74",
"60",
"63",
"79",
"73",
"64",
"62",
"63",
"70",
"66",
"70",
"58",
"66",
"73",
"91",
"55",
"46",
"60",
"65",
"59",
"74",
"67",
"97",
"66",
"85",
"70",
"75",
"88",
"93",
"107",
"102",
"110",
"111",
"101",
"119",
"124",
"135",
"122",
"131",
"114",
"123",
"162",
"133",
"127",
"125",
"129",
"127",
"131",
"100",
"157",
"128",
"120",
"124",
"114",
"111",
"107",
"75",
"116",
"96",
"55",
"72",
"85",
"65",
"62",
"81",
"70",
"66",
"49",
"46",
"51",
"40",
"40",
"18519",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Co, P , Ca, Rh",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    CoLa         0.79     0.016",
"                      P Ka         2.01     0.013",
"                      CaKa         3.70     0.188",
"                      CaKb         4.03     0.026",
"                      CoKaESC      5.19     0.043",
"                      CoKa         6.96    14.523",
"                      CoKb         7.68     1.895",
"                      CoKaSUM     13.95     0.035",
"                      RhKaC       19.28     0.089",
"                      RhKa        20.09     0.027",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
