"Sample    : ge34684",
"25",
"22",
"23",
"22",
"17",
"25",
"26",
"16",
"23",
"31",
"13",
"26",
"23",
"11",
"27",
"25",
"19",
"21",
"24",
"24",
"27",
"26",
"25",
"33",
"14",
"21",
"27",
"28",
"25",
"22",
"23",
"22",
"32",
"23",
"23",
"37",
"41",
"33",
"40",
"55",
"54",
"30",
"43",
"40",
"48",
"41",
"42",
"38",
"43",
"38",
"43",
"40",
"26",
"30",
"37",
"37",
"28",
"24",
"28",
"37",
"32",
"35",
"32",
"31",
"35",
"29",
"30",
"28",
"40",
"29",
"34",
"35",
"30",
"27",
"36",
"42",
"25",
"27",
"41",
"30",
"34",
"43",
"33",
"31",
"36",
"54",
"40",
"41",
"42",
"44",
"41",
"39",
"42",
"45",
"44",
"28",
"47",
"27",
"52",
"42",
"47",
"29",
"30",
"42",
"47",
"39",
"39",
"43",
"37",
"47",
"59",
"42",
"49",
"42",
"46",
"42",
"49",
"50",
"55",
"52",
"50",
"63",
"47",
"53",
"63",
"44",
"60",
"56",
"53",
"57",
"76",
"62",
"75",
"73",
"73",
"80",
"97",
"87",
"96",
"92",
"89",
"100",
"83",
"112",
"112",
"106",
"108",
"101",
"107",
"83",
"101",
"77",
"73",
"70",
"70",
"53",
"57",
"61",
"62",
"50",
"56",
"48",
"60",
"64",
"69",
"53",
"65",
"64",
"53",
"53",
"57",
"68",
"51",
"63",
"43",
"55",
"65",
"53",
"49",
"54",
"47",
"60",
"56",
"51",
"54",
"62",
"68",
"54",
"69",
"49",
"73",
"46",
"59",
"61",
"52",
"61",
"63",
"62",
"45",
"66",
"48",
"61",
"64",
"52",
"63",
"64",
"72",
"67",
"65",
"51",
"69",
"49",
"72",
"64",
"64",
"56",
"59",
"57",
"54",
"65",
"60",
"49",
"66",
"55",
"49",
"48",
"55",
"52",
"60",
"48",
"64",
"50",
"67",
"49",
"53",
"55",
"60",
"49",
"73",
"53",
"67",
"64",
"70",
"76",
"56",
"57",
"66",
"65",
"71",
"76",
"66",
"55",
"76",
"60",
"63",
"69",
"66",
"79",
"67",
"73",
"62",
"70",
"60",
"55",
"65",
"42",
"45",
"55",
"76",
"73",
"65",
"64",
"73",
"76",
"49",
"51",
"70",
"69",
"51",
"51",
"59",
"57",
"80",
"57",
"68",
"68",
"56",
"61",
"76",
"57",
"66",
"64",
"79",
"87",
"70",
"85",
"83",
"77",
"105",
"95",
"99",
"94",
"119",
"84",
"109",
"145",
"131",
"112",
"120",
"101",
"138",
"115",
"122",
"107",
"117",
"114",
"106",
"103",
"98",
"79",
"94",
"104",
"93",
"89",
"88",
"83",
"82",
"85",
"69",
"69",
"77",
"54",
"72",
"56",
"66",
"53",
"66",
"56",
"77",
"65",
"67",
"68",
"70",
"63",
"66",
"52",
"65",
"72",
"70",
"64",
"63",
"65",
"79",
"73",
"70",
"68",
"75",
"78",
"86",
"74",
"87",
"80",
"95",
"92",
"101",
"81",
"100",
"95",
"97",
"102",
"84",
"84",
"111",
"103",
"86",
"68",
"63",
"75",
"72",
"67",
"66",
"74",
"77",
"59",
"60",
"52",
"69",
"57",
"63",
"52",
"87",
"69",
"69",
"62",
"50",
"56",
"62",
"51",
"76",
"51",
"76",
"65",
"61",
"62",
"53",
"80",
"70",
"64",
"66",
"69",
"62",
"52",
"74",
"67",
"50",
"69",
"73",
"64",
"52",
"60",
"70",
"80",
"69",
"55",
"69",
"68",
"71",
"71",
"67",
"70",
"77",
"78",
"87",
"68",
"73",
"67",
"88",
"94",
"86",
"82",
"84",
"87",
"96",
"80",
"81",
"103",
"103",
"80",
"88",
"88",
"108",
"86",
"87",
"98",
"126",
"100",
"114",
"124",
"144",
"113",
"141",
"179",
"188",
"229",
"286",
"327",
"418",
"515",
"734",
"883",
"1199",
"1546",
"1962",
"2502",
"3271",
"3802",
"5081",
"5912",
"7415",
"8072",
"10057",
"11457",
"13574",
"14488",
"16478",
"17979",
"19672",
"19903",
"21202",
"22476",
"23392",
"22100",
"22862",
"23146",
"22556",
"20205",
"20115",
"18426",
"17263",
"15230",
"13887",
"12083",
"10867",
"8916",
"7867",
"6459",
"5514",
"4152",
"3621",
"2842",
"2268",
"1649",
"1322",
"1014",
"773",
"571",
"429",
"363",
"251",
"213",
"181",
"166",
"121",
"116",
"118",
"95",
"113",
"77",
"96",
"81",
"85",
"94",
"77",
"84",
"83",
"90",
"93",
"82",
"82",
"79",
"79",
"78",
"98",
"74",
"69",
"69",
"84",
"76",
"64",
"76",
"91",
"93",
"69",
"85",
"95",
"88",
"102",
"74",
"79",
"85",
"86",
"101",
"114",
"98",
"84",
"108",
"137",
"107",
"104",
"103",
"132",
"93",
"116",
"134",
"129",
"161",
"181",
"176",
"226",
"228",
"308",
"299",
"412",
"424",
"532",
"675",
"782",
"862",
"1074",
"1273",
"1449",
"1509",
"1827",
"1920",
"2232",
"2342",
"2609",
"2727",
"2993",
"2919",
"3130",
"3146",
"3219",
"3121",
"3293",
"3141",
"2928",
"2731",
"2599",
"2419",
"2282",
"2028",
"1865",
"1697",
"1482",
"1189",
"1090",
"951",
"814",
"669",
"559",
"471",
"366",
"306",
"265",
"218",
"187",
"143",
"106",
"100",
"98",
"67",
"71",
"66",
"57",
"50",
"53",
"46",
"45",
"46",
"64",
"41",
"64",
"39",
"49",
"44",
"46",
"42",
"47",
"40",
"56",
"39",
"32",
"45",
"44",
"40",
"48",
"46",
"35",
"56",
"43",
"45",
"44",
"40",
"40",
"52",
"40",
"42",
"46",
"44",
"54",
"32",
"43",
"42",
"43",
"40",
"55",
"43",
"53",
"38",
"39",
"43",
"29",
"35",
"34",
"38",
"50",
"49",
"44",
"35",
"44",
"33",
"46",
"43",
"39",
"35",
"45",
"45",
"43",
"48",
"37",
"47",
"36",
"37",
"50",
"38",
"32",
"47",
"26",
"44",
"45",
"39",
"34",
"45",
"43",
"41",
"40",
"66",
"41",
"42",
"41",
"45",
"38",
"34",
"33",
"50",
"42",
"39",
"47",
"41",
"39",
"42",
"43",
"46",
"39",
"40",
"30",
"47",
"35",
"31",
"35",
"43",
"44",
"38",
"41",
"43",
"47",
"35",
"48",
"29",
"39",
"38",
"49",
"39",
"52",
"37",
"52",
"37",
"33",
"43",
"45",
"35",
"43",
"39",
"39",
"47",
"42",
"37",
"43",
"35",
"41",
"45",
"54",
"43",
"45",
"37",
"36",
"33",
"40",
"35",
"36",
"52",
"49",
"30",
"35",
"32",
"46",
"38",
"38",
"43",
"37",
"46",
"50",
"36",
"42",
"42",
"39",
"28",
"33",
"33",
"35",
"23",
"23",
"41",
"41",
"39",
"39",
"36",
"41",
"44",
"29",
"34",
"45",
"34",
"31",
"40",
"29",
"35",
"37",
"27",
"41",
"43",
"30",
"27",
"30",
"40",
"34",
"42",
"32",
"36",
"36",
"50",
"37",
"40",
"44",
"46",
"28",
"48",
"33",
"36",
"47",
"40",
"42",
"34",
"32",
"47",
"33",
"41",
"41",
"32",
"37",
"33",
"36",
"52",
"46",
"34",
"42",
"53",
"35",
"35",
"41",
"30",
"38",
"37",
"34",
"34",
"31",
"31",
"41",
"48",
"38",
"37",
"38",
"39",
"42",
"33",
"41",
"31",
"42",
"42",
"34",
"38",
"33",
"45",
"27",
"36",
"38",
"37",
"39",
"32",
"31",
"38",
"43",
"46",
"47",
"41",
"39",
"29",
"31",
"37",
"32",
"42",
"43",
"36",
"31",
"43",
"40",
"31",
"29",
"38",
"32",
"29",
"34",
"38",
"43",
"30",
"36",
"45",
"42",
"18",
"37",
"42",
"33",
"40",
"37",
"44",
"37",
"37",
"39",
"35",
"22",
"32",
"32",
"38",
"35",
"32",
"31",
"38",
"40",
"32",
"29",
"35",
"34",
"30",
"39",
"44",
"32",
"39",
"38",
"44",
"41",
"48",
"41",
"40",
"30",
"35",
"31",
"37",
"30",
"40",
"30",
"34",
"31",
"36",
"29",
"24",
"30",
"30",
"31",
"39",
"29",
"33",
"33",
"37",
"33",
"33",
"33",
"32",
"31",
"38",
"34",
"30",
"32",
"38",
"36",
"42",
"44",
"24",
"29",
"29",
"23",
"26",
"38",
"30",
"27",
"42",
"30",
"33",
"33",
"22",
"28",
"26",
"32",
"35",
"26",
"31",
"32",
"25",
"30",
"24",
"24",
"28",
"29",
"32",
"32",
"23",
"40",
"38",
"46",
"36",
"28",
"28",
"32",
"36",
"32",
"18",
"38",
"31",
"32",
"39",
"30",
"26",
"27",
"30",
"34",
"29",
"26",
"24",
"37",
"27",
"24",
"26",
"34",
"35",
"28",
"34",
"34",
"24",
"39",
"24",
"34",
"33",
"27",
"28",
"40",
"27",
"27",
"29",
"33",
"30",
"26",
"28",
"37",
"18",
"35",
"23",
"36",
"35",
"32",
"27",
"22",
"27",
"19",
"25",
"30",
"23",
"37",
"32",
"25",
"38",
"28",
"32",
"30",
"36",
"30",
"25",
"31",
"23",
"19",
"28",
"38",
"22",
"39",
"34",
"23",
"34",
"28",
"32",
"27",
"29",
"36",
"18",
"31",
"18",
"23",
"33",
"25",
"36",
"20",
"25",
"27",
"23",
"38",
"30",
"31",
"24",
"21",
"33",
"18",
"23",
"36",
"36",
"25",
"26",
"31",
"29",
"33",
"25",
"26",
"43",
"34",
"30",
"36",
"28",
"24",
"24",
"23",
"34",
"35",
"26",
"22",
"27",
"28",
"30",
"26",
"34",
"23",
"28",
"30",
"30",
"27",
"32",
"34",
"33",
"30",
"30",
"23",
"31",
"28",
"30",
"28",
"27",
"23",
"23",
"36",
"24",
"24",
"30",
"26",
"30",
"39",
"40",
"34",
"29",
"26",
"29",
"24",
"28",
"23",
"19",
"29",
"20",
"20",
"26",
"25",
"33",
"23",
"26",
"30",
"28",
"28",
"23",
"28",
"18",
"27",
"22",
"20",
"29",
"32",
"22",
"28",
"19",
"27",
"30",
"27",
"31",
"22",
"31",
"27",
"32",
"32",
"20",
"24",
"29",
"24",
"27",
"22",
"21",
"23",
"27",
"33",
"25",
"14",
"14",
"31",
"28",
"24",
"29",
"26",
"29",
"27",
"20",
"32",
"25",
"35",
"24",
"30",
"31",
"35",
"21",
"37",
"22",
"23",
"42",
"35",
"24",
"29",
"23",
"28",
"27",
"35",
"22",
"18",
"22",
"28",
"30",
"27",
"26",
"23",
"31",
"23",
"41",
"39",
"31",
"30",
"20",
"26",
"15",
"32",
"28",
"31",
"22",
"32",
"21",
"18",
"32",
"28",
"28",
"25",
"26",
"25",
"34",
"24",
"27",
"33",
"32",
"30",
"25",
"27",
"24",
"27",
"34",
"20",
"35",
"36",
"22",
"34",
"29",
"28",
"38",
"36",
"28",
"33",
"22",
"34",
"23",
"32",
"21",
"26",
"34",
"28",
"25",
"23",
"27",
"22",
"31",
"29",
"44",
"33",
"29",
"30",
"29",
"33",
"38",
"16",
"40",
"25",
"38",
"31",
"23",
"37",
"28",
"36",
"28",
"32",
"23",
"40",
"27",
"35",
"32",
"38",
"30",
"34",
"22",
"20",
"36",
"45",
"27",
"38",
"40",
"33",
"29",
"36",
"46",
"44",
"34",
"39",
"38",
"38",
"38",
"59",
"43",
"39",
"44",
"45",
"50",
"35",
"42",
"51",
"51",
"51",
"44",
"53",
"51",
"65",
"60",
"61",
"57",
"61",
"61",
"56",
"73",
"72",
"72",
"63",
"56",
"73",
"91",
"84",
"82",
"94",
"76",
"78",
"95",
"97",
"98",
"113",
"117",
"126",
"128",
"115",
"126",
"132",
"124",
"169",
"139",
"155",
"155",
"157",
"181",
"165",
"150",
"163",
"154",
"164",
"161",
"173",
"160",
"173",
"195",
"175",
"207",
"198",
"167",
"171",
"189",
"187",
"182",
"176",
"182",
"170",
"184",
"167",
"183",
"172",
"163",
"169",
"176",
"153",
"165",
"156",
"166",
"141",
"146",
"118",
"134",
"130",
"117",
"128",
"126",
"120",
"101",
"106",
"106",
"106",
"84",
"87",
"114",
"99",
"89",
"94",
"78",
"93",
"73",
"87",
"88",
"78",
"85",
"79",
"78",
"83",
"78",
"87",
"81",
"104",
"75",
"80",
"79",
"81",
"65",
"66",
"71",
"73",
"77",
"73",
"72",
"68",
"62",
"73",
"79",
"78",
"65",
"69",
"69",
"51",
"67",
"78",
"89",
"69",
"72",
"76",
"70",
"72",
"73",
"75",
"102",
"83",
"85",
"99",
"104",
"96",
"96",
"93",
"114",
"108",
"97",
"101",
"88",
"105",
"73",
"108",
"85",
"99",
"95",
"85",
"86",
"75",
"74",
"73",
"76",
"55",
"73",
"47",
"45",
"59",
"54",
"47",
"41",
"32",
"38",
"38",
"38",
"37",
"35",
"32",
"26",
"25",
"22",
"13738",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Ge, P , Ca, Fe, Rh",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    GeLa         1.20     0.210",
"                      P Ka         2.00     0.012",
"                      CaKa         3.70     0.170",
"                      CaKb         4.01     0.025",
"                      FeKa         6.46     0.025",
"                      GeKa         9.91    10.945",
"                      GeKb        11.02     1.573",
"                      RhKaC       19.20     0.076",
"                      RhKa        20.12     0.036",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
