"Sample    : se34685",
"36",
"30",
"34",
"27",
"43",
"29",
"32",
"44",
"39",
"35",
"40",
"39",
"28",
"56",
"36",
"39",
"43",
"34",
"40",
"53",
"35",
"45",
"44",
"41",
"38",
"41",
"48",
"48",
"39",
"42",
"50",
"43",
"29",
"50",
"47",
"43",
"42",
"47",
"37",
"42",
"45",
"46",
"46",
"49",
"48",
"43",
"31",
"50",
"37",
"48",
"42",
"53",
"65",
"53",
"38",
"60",
"49",
"48",
"50",
"61",
"59",
"69",
"52",
"65",
"53",
"50",
"61",
"61",
"74",
"70",
"71",
"60",
"65",
"56",
"47",
"52",
"64",
"70",
"69",
"59",
"63",
"58",
"69",
"49",
"56",
"60",
"67",
"50",
"51",
"82",
"48",
"56",
"45",
"61",
"55",
"70",
"58",
"63",
"57",
"66",
"55",
"56",
"57",
"66",
"58",
"67",
"72",
"65",
"51",
"66",
"70",
"53",
"76",
"62",
"58",
"76",
"81",
"60",
"76",
"58",
"65",
"75",
"57",
"62",
"65",
"65",
"69",
"62",
"70",
"61",
"62",
"77",
"65",
"60",
"67",
"58",
"67",
"70",
"76",
"74",
"69",
"71",
"70",
"65",
"64",
"53",
"77",
"56",
"59",
"69",
"76",
"58",
"55",
"63",
"64",
"62",
"61",
"63",
"65",
"61",
"69",
"76",
"52",
"59",
"65",
"68",
"69",
"63",
"76",
"62",
"68",
"79",
"43",
"66",
"64",
"67",
"91",
"68",
"70",
"73",
"67",
"71",
"73",
"89",
"71",
"64",
"67",
"74",
"50",
"68",
"71",
"57",
"63",
"78",
"51",
"68",
"68",
"67",
"65",
"67",
"47",
"61",
"61",
"64",
"51",
"76",
"62",
"76",
"67",
"73",
"79",
"64",
"63",
"70",
"74",
"60",
"73",
"72",
"65",
"79",
"85",
"76",
"80",
"77",
"86",
"79",
"101",
"93",
"101",
"105",
"99",
"108",
"92",
"120",
"112",
"122",
"116",
"101",
"100",
"104",
"89",
"116",
"98",
"85",
"76",
"88",
"73",
"85",
"79",
"76",
"75",
"67",
"56",
"79",
"72",
"65",
"55",
"63",
"69",
"80",
"55",
"64",
"61",
"56",
"48",
"65",
"66",
"60",
"49",
"66",
"76",
"66",
"61",
"63",
"55",
"50",
"64",
"58",
"60",
"71",
"74",
"79",
"70",
"77",
"84",
"76",
"80",
"99",
"92",
"97",
"91",
"98",
"97",
"91",
"123",
"92",
"92",
"95",
"106",
"101",
"97",
"76",
"101",
"92",
"69",
"85",
"80",
"73",
"89",
"72",
"59",
"67",
"69",
"60",
"85",
"78",
"72",
"81",
"60",
"89",
"58",
"74",
"82",
"63",
"65",
"60",
"68",
"73",
"58",
"66",
"66",
"77",
"63",
"82",
"41",
"75",
"63",
"50",
"56",
"63",
"56",
"69",
"63",
"65",
"59",
"46",
"72",
"73",
"57",
"75",
"57",
"81",
"58",
"60",
"61",
"59",
"65",
"66",
"60",
"69",
"85",
"79",
"85",
"76",
"63",
"61",
"62",
"80",
"63",
"70",
"80",
"80",
"65",
"67",
"89",
"87",
"74",
"77",
"94",
"95",
"67",
"82",
"98",
"81",
"77",
"89",
"76",
"87",
"73",
"65",
"79",
"86",
"66",
"78",
"68",
"76",
"64",
"69",
"64",
"75",
"49",
"63",
"63",
"79",
"61",
"63",
"50",
"61",
"62",
"61",
"53",
"50",
"58",
"52",
"60",
"64",
"59",
"63",
"53",
"64",
"59",
"42",
"53",
"46",
"66",
"55",
"51",
"79",
"63",
"49",
"63",
"58",
"70",
"73",
"58",
"61",
"76",
"44",
"67",
"69",
"63",
"70",
"46",
"51",
"61",
"62",
"83",
"52",
"72",
"57",
"69",
"50",
"63",
"74",
"61",
"71",
"53",
"64",
"56",
"73",
"52",
"67",
"61",
"66",
"68",
"66",
"61",
"66",
"55",
"71",
"75",
"71",
"64",
"61",
"65",
"71",
"69",
"64",
"70",
"64",
"68",
"64",
"61",
"75",
"68",
"59",
"68",
"74",
"74",
"99",
"69",
"59",
"78",
"91",
"70",
"98",
"94",
"67",
"99",
"94",
"99",
"100",
"106",
"95",
"73",
"85",
"108",
"94",
"121",
"98",
"106",
"89",
"86",
"91",
"111",
"131",
"97",
"136",
"131",
"141",
"150",
"185",
"183",
"210",
"232",
"304",
"343",
"397",
"562",
"725",
"834",
"1206",
"1430",
"1879",
"2277",
"2883",
"3440",
"4325",
"5137",
"6513",
"7073",
"8630",
"10185",
"11612",
"12418",
"14311",
"15963",
"17597",
"18109",
"19439",
"20953",
"21970",
"21212",
"22672",
"22347",
"23055",
"21388",
"21416",
"20590",
"20040",
"17723",
"17112",
"15263",
"14311",
"12222",
"11399",
"9591",
"8578",
"7080",
"6057",
"5033",
"4366",
"3368",
"2763",
"2220",
"1734",
"1305",
"1042",
"827",
"664",
"423",
"389",
"328",
"264",
"187",
"170",
"150",
"137",
"135",
"113",
"110",
"117",
"67",
"93",
"92",
"92",
"93",
"86",
"76",
"77",
"83",
"94",
"77",
"91",
"60",
"73",
"81",
"76",
"69",
"97",
"85",
"92",
"81",
"82",
"65",
"82",
"73",
"75",
"65",
"87",
"73",
"75",
"69",
"80",
"75",
"89",
"72",
"78",
"81",
"92",
"95",
"93",
"87",
"89",
"75",
"78",
"80",
"87",
"93",
"93",
"95",
"95",
"103",
"105",
"113",
"113",
"116",
"103",
"108",
"105",
"119",
"132",
"134",
"145",
"143",
"172",
"168",
"178",
"212",
"271",
"313",
"395",
"419",
"517",
"577",
"752",
"857",
"954",
"1087",
"1243",
"1517",
"1693",
"1750",
"2047",
"2177",
"2461",
"2615",
"2707",
"3044",
"3016",
"3080",
"3297",
"3351",
"3354",
"3168",
"3171",
"3296",
"3143",
"2808",
"2797",
"2643",
"2493",
"2307",
"2016",
"1799",
"1729",
"1535",
"1358",
"1163",
"1051",
"850",
"760",
"679",
"568",
"475",
"485",
"368",
"312",
"281",
"237",
"213",
"181",
"141",
"143",
"121",
"105",
"98",
"100",
"80",
"68",
"69",
"70",
"60",
"49",
"43",
"60",
"52",
"48",
"45",
"40",
"42",
"47",
"36",
"43",
"49",
"37",
"42",
"42",
"51",
"43",
"48",
"46",
"41",
"50",
"40",
"50",
"31",
"39",
"48",
"46",
"46",
"51",
"46",
"44",
"38",
"36",
"37",
"42",
"49",
"46",
"37",
"42",
"44",
"49",
"52",
"41",
"47",
"51",
"30",
"39",
"39",
"32",
"38",
"37",
"38",
"52",
"43",
"34",
"41",
"41",
"36",
"42",
"43",
"35",
"38",
"40",
"28",
"48",
"53",
"41",
"48",
"40",
"38",
"45",
"40",
"30",
"32",
"44",
"42",
"41",
"40",
"36",
"47",
"43",
"43",
"43",
"56",
"58",
"46",
"37",
"46",
"47",
"37",
"57",
"40",
"38",
"41",
"45",
"61",
"49",
"48",
"63",
"44",
"48",
"42",
"50",
"37",
"45",
"43",
"38",
"43",
"35",
"45",
"43",
"48",
"38",
"33",
"35",
"45",
"41",
"28",
"38",
"27",
"42",
"31",
"25",
"36",
"39",
"30",
"52",
"41",
"39",
"30",
"24",
"40",
"34",
"36",
"45",
"25",
"38",
"38",
"45",
"37",
"38",
"42",
"45",
"57",
"42",
"31",
"43",
"36",
"32",
"38",
"33",
"41",
"41",
"31",
"35",
"38",
"36",
"40",
"29",
"29",
"38",
"28",
"27",
"37",
"52",
"43",
"29",
"32",
"36",
"40",
"34",
"42",
"43",
"26",
"28",
"42",
"38",
"31",
"43",
"42",
"37",
"35",
"36",
"49",
"42",
"58",
"40",
"28",
"38",
"32",
"32",
"45",
"25",
"30",
"39",
"43",
"29",
"29",
"36",
"29",
"37",
"42",
"46",
"52",
"43",
"39",
"31",
"47",
"35",
"39",
"42",
"36",
"31",
"36",
"29",
"36",
"29",
"37",
"37",
"40",
"35",
"24",
"46",
"29",
"34",
"39",
"37",
"35",
"31",
"25",
"35",
"34",
"36",
"42",
"25",
"40",
"43",
"33",
"41",
"42",
"46",
"37",
"41",
"36",
"43",
"33",
"34",
"37",
"34",
"32",
"37",
"42",
"35",
"44",
"29",
"34",
"27",
"30",
"28",
"31",
"36",
"40",
"32",
"31",
"37",
"32",
"32",
"42",
"26",
"37",
"34",
"30",
"48",
"32",
"42",
"37",
"33",
"28",
"34",
"40",
"32",
"35",
"42",
"29",
"48",
"31",
"39",
"31",
"35",
"24",
"41",
"25",
"40",
"40",
"32",
"34",
"26",
"37",
"36",
"27",
"27",
"30",
"38",
"29",
"31",
"29",
"33",
"38",
"27",
"37",
"36",
"37",
"33",
"30",
"30",
"32",
"38",
"32",
"27",
"28",
"37",
"28",
"33",
"38",
"35",
"42",
"27",
"32",
"40",
"32",
"26",
"30",
"32",
"33",
"37",
"32",
"36",
"40",
"36",
"41",
"31",
"33",
"30",
"32",
"23",
"25",
"32",
"29",
"30",
"40",
"28",
"36",
"27",
"32",
"30",
"37",
"30",
"38",
"35",
"34",
"30",
"33",
"30",
"28",
"25",
"37",
"23",
"35",
"29",
"36",
"35",
"30",
"36",
"31",
"37",
"30",
"30",
"29",
"35",
"30",
"33",
"44",
"37",
"40",
"35",
"30",
"36",
"37",
"32",
"31",
"31",
"32",
"27",
"34",
"27",
"26",
"38",
"29",
"33",
"39",
"42",
"33",
"29",
"26",
"42",
"35",
"22",
"23",
"37",
"32",
"32",
"31",
"27",
"25",
"35",
"36",
"31",
"34",
"34",
"38",
"31",
"35",
"34",
"26",
"34",
"33",
"25",
"34",
"36",
"25",
"31",
"27",
"42",
"42",
"28",
"25",
"28",
"32",
"29",
"29",
"17",
"35",
"37",
"42",
"27",
"30",
"30",
"23",
"25",
"23",
"39",
"31",
"46",
"43",
"37",
"27",
"35",
"35",
"32",
"28",
"34",
"25",
"29",
"27",
"30",
"31",
"33",
"25",
"26",
"41",
"37",
"28",
"26",
"15",
"34",
"45",
"26",
"29",
"29",
"30",
"31",
"36",
"28",
"32",
"30",
"33",
"31",
"33",
"32",
"35",
"28",
"24",
"31",
"38",
"35",
"36",
"23",
"23",
"25",
"37",
"27",
"31",
"24",
"34",
"37",
"34",
"32",
"28",
"38",
"26",
"20",
"29",
"33",
"26",
"26",
"40",
"42",
"33",
"24",
"44",
"41",
"27",
"30",
"37",
"36",
"31",
"36",
"41",
"38",
"29",
"31",
"41",
"46",
"34",
"25",
"29",
"48",
"37",
"35",
"29",
"45",
"41",
"41",
"33",
"31",
"32",
"43",
"28",
"29",
"43",
"33",
"46",
"34",
"40",
"50",
"30",
"43",
"37",
"28",
"46",
"52",
"39",
"48",
"38",
"46",
"30",
"60",
"35",
"53",
"49",
"58",
"57",
"53",
"49",
"63",
"49",
"43",
"48",
"59",
"49",
"67",
"67",
"57",
"69",
"63",
"53",
"72",
"71",
"81",
"58",
"85",
"81",
"97",
"81",
"87",
"96",
"75",
"101",
"110",
"134",
"97",
"94",
"112",
"135",
"140",
"131",
"136",
"143",
"146",
"132",
"167",
"152",
"150",
"167",
"176",
"165",
"186",
"185",
"173",
"204",
"186",
"191",
"196",
"210",
"186",
"169",
"204",
"239",
"175",
"209",
"206",
"205",
"184",
"189",
"216",
"200",
"190",
"195",
"216",
"193",
"185",
"189",
"181",
"169",
"187",
"174",
"178",
"168",
"147",
"156",
"157",
"142",
"136",
"138",
"139",
"147",
"131",
"129",
"124",
"136",
"109",
"107",
"98",
"92",
"94",
"86",
"98",
"88",
"72",
"67",
"76",
"65",
"71",
"63",
"63",
"53",
"63",
"75",
"70",
"66",
"58",
"42",
"45",
"39",
"50",
"47",
"53",
"57",
"53",
"47",
"44",
"50",
"49",
"49",
"53",
"48",
"47",
"43",
"53",
"53",
"47",
"67",
"47",
"70",
"69",
"70",
"69",
"72",
"91",
"70",
"101",
"97",
"82",
"94",
"93",
"111",
"106",
"105",
"101",
"94",
"116",
"110",
"97",
"129",
"113",
"113",
"97",
"102",
"103",
"97",
"106",
"108",
"102",
"97",
"82",
"77",
"70",
"66",
"77",
"72",
"67",
"50",
"49",
"49",
"45",
"48",
"46",
"44",
"40",
"37",
"34",
"36",
"35",
"30",
"16523",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Se, P , Ca, Cu, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    SeLa         1.40     0.329",
"                      P Ka         2.00     0.010",
"                      CaKa         3.70     0.156",
"                      CaKb         4.01     0.024",
"                      CuKa         8.04     0.024",
"                      SeKa        11.24    10.156",
"                      SeKb        12.52     1.517",
"                      RuKa        19.23     0.078",
"                      ----        19.51     0.038",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
